movie_name,release_year,imdb,meta,votes
Another Earth,2011,6.9,66        ,"96,348"
Gnomeo & Juliet,2011,5.9,53        ,"56,464"
Attack the Block,2011,6.6,75        ,"107,526"
New Year's Eve,2011,5.6,22        ,"86,437"
The Roommate,2011,4.8,23        ,"39,294"
Young Adult,2011,6.3,71        ,"84,754"
Wuthering Heights,2011,6,70        ,"10,420"
Season of the Witch,2011,5.4,28        ,"94,857"
Spy Kids 4: All the Time in the World,2011,3.5,37        ,"25,879"
Perfect Sense,2011,7,55        ,"60,670"
J. Edgar,2011,6.5,59        ,"129,328"
Your Highness,2011,5.5,31        ,"101,722"
The Innkeepers,2011,5.5,64        ,"35,705"
Goon,2011,6.8,64        ,"87,579"
Dolphin Tale,2011,6.8,64        ,"24,580"
Carnage,2011,7.1,61        ,"127,645"
Beastly,2011,5.5,40        ,"78,094"
Priest,2011,5.7,41        ,"120,637"
Shark Night 3D,2011,4,22        ,"26,299"
Johnny English Reborn,2011,6.3,46        ,"132,074"
The Rum Diary,2011,6.1,56        ,"105,565"
Larry Crowne,2011,6.1,41        ,"68,049"
Straw Dogs,2011,5.8,45        ,"34,707"
Snowtown,2011,6.6,66        ,"19,262"
Water for Elephants,2011,6.9,52        ,"117,045"
Winnie the Pooh,2011,7.1,74        ,"25,707"
Grave Encounters,2011,6.1,33        ,"59,063"
The Eagle,2011,6.2,55        ,"70,956"
The Iron Lady,2011,6.4,52        ,"110,018"
Kill the Irishman,2011,7,50        ,"48,986"
Hodejegerne,2011,7.5,72        ,"102,831"
Anonymous,2011,6.8,50        ,"41,151"
Weekend,2011,7.6,81        ,"30,695"
The Woman,2011,6,58        ,"24,558"
"Oslo, 31. august",2011,7.6,84        ,"25,716"
The Darkest Hour,2011,4.9,18        ,"61,646"
L'Apollonide (Souvenirs de la maison close),2011,6.7,75        ,"7,155"
Kokuriko-zaka kara,2011,7.4,71        ,"44,807"
The Green Hornet,2011,5.8,39        ,"161,147"
Abduction,2011,5.1,25        ,"80,953"
W.E.,2011,6.1,37        ,"13,109"
Extremely Loud & Incredibly Close,2011,6.9,46        ,"102,523"
Kill List,2011,6.4,67        ,"41,609"
Take Me Home Tonight,2011,6.3,42        ,"53,706"
Bernie,2011,6.8,75        ,"60,878"
Take This Waltz,2011,6.5,68        ,"28,877"
The Sitter,2011,5.6,39        ,"71,133"
Hop,2011,5.4,41        ,"34,786"
The Dilemma,2011,5.3,46        ,"54,793"
Mr. Popper's Penguins,2011,6,53        ,"98,258"
Mientras duermes,2011,7.2,70        ,"43,307"
Haywire,2011,5.8,67        ,"87,343"
The Deep Blue Sea,2011,6.2,82        ,"16,021"
Tyrannosaur,2011,7.5,65        ,"32,481"
Like Crazy,2011,6.6,68        ,"61,999"
Paranormal Activity 3,2011,5.8,59        ,"95,835"
This Must Be the Place,2011,6.7,61        ,"35,726"
Hobo with a Shotgun,2011,6.1,55        ,"46,766"
10 Years,2011,6.1,61        ,"25,891"
Salmon Fishing in the Yemen,2011,6.8,58        ,"65,280"
Dream House,2011,6,35        ,"67,227"
Coriolanus,2011,6.1,79        ,"32,420"
Elles,2011,5.6,50        ,"7,158"
Jin ling shi san chai,2011,7.5,46        ,"53,271"
The Rite,2011,6,38        ,"98,899"
The Big Year,2011,6.2,53        ,"45,783"
Cedar Rapids,2011,6.3,70        ,"38,650"
Ironclad,2011,6.1,42        ,"42,428"
Hysteria,2011,6.7,53        ,"32,214"
A Warrior's Heart,2011,5.2,24        ,"2,450"
Don 2,2011,7,49        ,"53,634"
Happy Feet Two,2011,5.8,50        ,"45,295"
Hick,2011,5.5,28        ,"20,028"
Play,2011,7.1,81        ,"5,553"
Chalet Girl,2011,6.2,42        ,"25,614"
Zookeeper,2011,5.2,30        ,"62,002"
Courageous,2011,6.8,42        ,"20,818"
Apollo 18,2011,5.2,24        ,"56,014"
Atlas Shrugged: Part I,2011,5.6,28        ,"13,873"
The Divide,2011,5.8,28        ,"37,211"
The Devil's Double,2011,7.1,52        ,"62,415"
The Ledge,2011,6.5,34        ,"19,718"
The Good Doctor,2011,5.5,52        ,"6,989"
Hoodwinked Too! Hood vs. Evil,2011,4.7,20        ,"13,236"
Jumping the Broom,2011,5.7,56        ,"10,931"
Sanctum,2011,5.9,42        ,"55,916"
Tomboy,2011,7.4,74        ,"21,017"
Texas Killing Fields,2011,5.7,49        ,"20,339"
From Prada to Nada,2011,5.5,39        ,"15,188"
A torinói ló,2011,7.7,80        ,"17,951"
The Art of Getting By,2011,6.5,36        ,"59,327"
Trespass,2011,5.3,37        ,"43,799"
Mars Needs Moms,2011,5.4,49        ,"22,743"
The Double,2011,5.9,37        ,"30,637"
Madea's Big Happy Family,2011,4.7,45        ,"8,236"
The Beaver,2011,6.6,60        ,"49,412"
Silent House,2011,5.2,49        ,"23,170"
God Bless America,2011,7.1,56        ,"70,440"
The Decoy Bride,2011,6.1,42        ,"11,821"
Twixt,2011,4.7,40        ,"11,170"
Arthur,2011,5.7,36        ,"52,125"
Your Sister's Sister,2011,6.7,72        ,"27,669"
Intruders,2011,5.4,45        ,"20,838"
Bucky Larson: Born to Be a Star,2011,3.3,9        ,"12,191"
Rampart,2011,5.8,70        ,"24,374"
"Big Mommas: Like Father, Like Son",2011,4.4,22        ,"27,842"
"Madrid, 1987",2011,6.2,61        ,"2,040"
Butter,2011,6.2,40        ,"21,809"
"Jeff, Who Lives at Home",2011,6.5,60        ,"64,230"
Black Gold,2011,6.6,32        ,"12,114"
A Little Bit of Heaven,2011,6.2,14        ,"28,928"
La femme du Vème,2011,5.3,57        ,"6,755"
Bir Zamanlar Anadolu'da,2011,7.8,82        ,"46,756"
Margaret,2011,6.5,61        ,"17,601"
Win Win,2011,7.1,75        ,"54,084"
Rundskop,2011,7.3,68        ,"23,526"
Delhi Belly,2011,7.5,66        ,"30,386"
Puncture,2011,6.8,54        ,"24,257"
There Be Dragons,2011,5.7,33        ,"4,820"
360,2011,6.1,43        ,"17,013"
Café de Flore,2011,7.3,53        ,"16,175"
Seeking Justice,2011,6.1,38        ,"46,653"
Forces spéciales,2011,6.3,37        ,"18,940"
Dark Horse,2011,5.9,66        ,"6,099"
Violet & Daisy,2011,6,43        ,"12,821"
Another Happy Day,2011,6,46        ,"4,354"
Miss Bala,2011,6.5,79        ,"9,219"
Alpeis,2011,6.4,69        ,"11,966"
"Noordzee, Texas",2011,7.1,63        ,"9,365"
Sound of My Voice,2011,6.6,67        ,"22,186"
A Better Life,2011,7.2,64        ,"16,066"
Little Birds,2011,6.1,41        ,"5,083"
Friends with Kids,2011,6.1,55        ,"42,532"
"Peace, Love & Misunderstanding",2011,5.8,45        ,"8,466"
Detention,2011,5.6,45        ,"15,719"
Blackthorn,2011,6.5,61        ,"9,863"
Flypaper,2011,6.3,37        ,"33,169"
I Don't Know How She Does It,2011,4.9,38        ,"20,583"
Días de gracia,2011,6.6,58        ,943
Prom,2011,5.4,50        ,"15,397"
Le gamin au vélo,2011,7.4,87        ,"27,758"
Un amour de jeunesse,2011,6.6,80        ,"5,413"
Seven Days in Utopia,2011,6.1,37        ,"3,740"
October Baby,2011,6.6,32        ,"7,680"
Touchback,2011,6.5,56        ,"4,190"
Koi no tsumi,2011,6.8,56        ,"5,384"
Autoerotic,2011,4.5,48        ,581
The Chaperone,2011,5,33        ,"5,223"
Et maintenant on va où?,2011,7.4,60        ,"12,905"
Black Butterflies,2011,6.1,66        ,"2,197"
Judy Moody and the Not Bummer Summer,2011,4.3,37        ,"3,282"
Ra.One,2011,4.7,60        ,"43,189"
Go-ji-jeon,2011,7.3,59        ,"6,665"
Albatross,2011,6.3,42        ,"5,433"
Answers to Nothing,2011,5.1,29        ,"1,104"
I Melt with You,2011,5.9,26        ,"6,200"
Pariah,2011,7.2,79        ,"7,082"
Bodyguard,2011,4.7,41        ,"26,279"
Cat Run,2011,5.5,33        ,"5,605"
The Moth Diaries,2011,4.9,38        ,"6,678"
Wu xia,2011,7,62        ,"15,064"
The Day,2011,5.2,41        ,"12,864"
11-11-11,2011,3.9,26        ,"12,407"
The Victim,2011,4.2,11        ,"2,189"
In the Land of Blood and Honey,2011,4.7,56        ,"34,342"
The Oranges,2011,5.8,46        ,"13,100"
Poulet aux prunes,2011,7,69        ,"9,621"
Xin shao lin si,2011,6.8,53        ,"19,600"
Le Havre,2011,7.2,82        ,"22,006"
Ichimei,2011,7.3,76        ,"8,619"
Elena,2011,7.3,87        ,"14,492"
Lovely Molly,2011,5.3,50        ,"9,834"
3D Yuk po tuen: Gik lok bo gam,2011,4.2,36        ,"2,778"
Polisse,2011,7.3,74        ,"14,453"
You Instead,2011,6.5,41        ,"4,693"
Killing Bono,2011,6.3,46        ,"6,500"
The Details,2011,6.1,56        ,"9,493"
The Lady,2011,7,43        ,"10,901"
Americano,2011,5.2,50        ,"1,049"
Monsieur Lazhar,2011,7.5,82        ,"20,580"
4:44 Last Day on Earth,2011,4.6,54        ,"5,469"
Nuit blanche,2011,6.6,75        ,"4,916"
The Son of No One,2011,5.1,36        ,"17,295"
Mai wei,2011,7.6,30        ,"11,870"
Damsels in Distress,2011,5.8,67        ,"9,653"
Snow Flower and the Secret Fan,2011,6.1,42        ,"3,829"
Creature,2011,3.6,31        ,"3,006"
In Darkness,2011,7.3,74        ,"10,782"
That's What I Am,2011,7,53        ,"10,705"
"Love, Wedding, Marriage",2011,4.8,13        ,"9,352"
L!fe Happens,2011,5.6,44        ,"8,048"
Medianeras,2011,7.5,60        ,"15,195"
Trishna,2011,6,57        ,"3,220"
The Loneliest Planet,2011,5.5,76        ,"4,118"
Going Down in LA-LA Land,2011,6.2,50        ,"2,571"
Cassadaga,2011,5.2,32        ,"3,546"
Edwin Boyd,2011,6.1,56        ,"4,406"
Restless,2011,6.7,47        ,"17,983"
Higher Ground,2011,6.2,74        ,"3,163"
Starbuck,2011,7.2,49        ,"16,610"
Xin hai ge ming,2011,5.7,37        ,"6,304"
Un été brûlant,2011,5,62        ,"2,209"
5 Days of War,2011,5.6,31        ,"14,010"
The Music Never Stopped,2011,7.5,60        ,"8,406"
Kiseki,2011,7.4,80        ,"7,283"
The Perfect Family,2011,5.6,40        ,"1,552"
Himizu,2011,7,66        ,"4,256"
Terri,2011,6.5,72        ,"10,066"
La délicatesse,2011,6.6,53        ,"13,449"
Jess + Moss,2011,6.4,71        ,924
Hagane no renkinjutsushi: Mirosu no seinaru hoshi,2011,6.9,54        ,"5,092"
Burning Man,2011,6.4,53        ,"3,921"
Circumstance,2011,5.9,65        ,"7,700"
Hunky Dory,2011,6.1,46        ,"1,273"
The FP,2011,5.4,48        ,"1,762"
Go for It!,2011,3.7,44        ,"1,210"
Momo e no tegami,2011,7.2,65        ,"7,651"
The Convincer,2011,6.2,60        ,"5,168"
Michael,2011,6.9,64        ,"4,909"
Bellflower,2011,6.3,72        ,"7,935"
Bai she chuan shuo,2011,5.8,41        ,"8,651"
17 filles,2011,6,61        ,"3,314"
Beneath the Darkness,2011,4.5,22        ,"6,129"
The Future,2011,6.1,67        ,"8,791"
The Family Tree,2011,5.4,24        ,"2,031"
Hearat Shulayim,2011,7.1,83        ,"6,091"
Mlyn i krzyz,2011,6.9,80        ,"4,210"
The Reunion,2011,5.1,26        ,"4,157"
La proie,2011,6.6,58        ,"5,610"
Salvation Boulevard,2011,5.3,35        ,"4,679"
Private Romeo,2011,6,53        ,"2,327"
Le tableau,2011,7.3,70        ,"4,311"
The Trouble with Bliss,2011,5.3,38        ,"2,705"
"Få meg på, for faen",2011,6.3,70        ,"9,490"
Ha-shoter,2011,6.3,79        ,"1,026"
The Cup,2011,5.6,33        ,824
Weekender,2011,5.5,35        ,"1,901"
"After Fall, Winter",2011,6.5,19        ,915
El estudiante,2011,6.9,70        ,"1,141"
Les bien-aimés,2011,6.2,55        ,"2,480"
A Year in Mooring,2011,5.7,34        ,"1,039"
Terraferma,2011,6.7,57        ,"3,120"
The Pill,2011,5.4,51        ,"3,966"
A Bag of Hammers,2011,6.6,50        ,"3,040"
Loosies,2011,6.1,35        ,"6,043"
Le moine,2011,5.8,56        ,"3,962"
The Last Ride,2011,5.8,45        ,843
The Greening of Whitney Brown,2011,5.2,33        ,644
Sai de ke · ba lai: Tai yang qi,2011,7.5,62        ,"7,100"
Histórias que Só Existem Quando Lembradas,2011,7.2,74        ,913
Eva,2011,6.6,57        ,"10,166"
Long men fei jia,2011,5.9,57        ,"8,287"
The Color Wheel,2011,6.6,53        ,"1,802"
La fille du puisatier,2011,7,67        ,"4,005"
What a Man,2011,5.5,39        ,"3,870"
Extraterrestre,2011,5.8,55        ,"4,029"
The Eye of the Storm,2011,6,55        ,"1,649"
Swerve,2011,5.4,42        ,"1,910"
Tou ze,2011,7.5,78        ,"5,988"
Keyhole,2011,5.4,63        ,"1,518"
Natural Selection,2011,6.4,57        ,"1,444"
Silver Bullets,2011,5.2,59        ,504
Le chat du rabbin,2011,7.1,74        ,"3,553"
Dorfman,2011,6,35        ,"1,547"
Return,2011,6.1,63        ,"1,007"
Inside Out,2011,4.5,28        ,"1,794"
Roadie,2011,6,61        ,"1,242"
Ma part du gâteau,2011,5.8,52        ,"2,229"
Generation P,2011,6.7,65        ,"4,005"
Art History,2011,4.8,36        ,381
Habemus Papam,2011,6.7,64        ,"13,753"
Simon och ekarna,2011,6.5,62        ,"2,986"
The Road,2011,5.6,71        ,"1,763"
Bringing Up Bobby,2011,5.1,34        ,"1,958"
La chispa de la vida,2011,6.1,32        ,"2,790"
The Abduction of Zack Butterfield,2011,4.9,6        ,215
Good for Nothing,2011,5.9,56        ,827
Someday This Pain Will Be Useful to You,2011,5.7,20        ,"2,704"
Arme Riddere,2011,6.6,43        ,"3,265"
Faust,2011,6.5,65        ,"5,526"
Arrugas,2011,7.6,81        ,"4,318"
On the Ice,2011,6.3,59        ,"1,004"
Down the Shore,2011,5.9,54        ,"1,396"
96 Minutes,2011,5.7,51        ,"3,337"
Fort McCoy,2011,5.8,47        ,405
Rites of Spring,2011,4.5,33        ,"2,201"
American Animal,2011,4.3,52        ,378
Angels Crest,2011,5.7,38        ,"2,068"
Et si on vivait tous ensemble?,2011,6.7,57        ,"2,963"
Headshot,2011,6.1,60        ,"1,803"
Xingu,2011,7.1,46        ,"1,821"
Mon pire cauchemar,2011,6,52        ,"3,029"
Salvando al Soldado Pérez,2011,5.9,56        ,"1,940"
Jesus Henry Christ,2011,6.4,41        ,"6,107"
Lucky,2011,5.3,41        ,"3,667"
Yelling to the Sky,2011,5.8,48        ,879
La nouvelle guerre des boutons,2011,6.2,41        ,"2,249"
6 Month Rule,2011,4.8,31        ,715
In the Family,2011,7.1,82        ,927
Corpo celeste,2011,6.7,65        ,"1,472"
The Dish & the Spoon,2011,5.8,72        ,"1,278"
Late Bloomers,2011,5.7,53        ,"1,010"
A Bird of the Air,2011,6.6,42        ,"1,338"
Book chon bang hyang,2011,7,83        ,"2,534"
Fly Away,2011,6.3,66        ,363
Hors Satan,2011,6.4,63        ,"2,006"
Gun Hill Road,2011,6.5,55        ,"1,204"
Sal,2011,4.6,41        ,491
Violeta se fue a los cielos,2011,7.1,63        ,"2,306"
Scalene,2011,5.9,65        ,758
Here,2011,5.8,68        ,943
La fée,2011,6.2,66        ,"2,453"
The Forgiveness of Blood,2011,6.8,73        ,"2,006"
Letters from the Big Man,2011,6.3,66        ,204
Winnie,2011,6,37        ,846
Infancia clandestina,2011,7,55        ,"2,573"
Les contes de la nuit,2011,6.9,66        ,"1,548"
The Last Rites of Joe May,2011,6.8,64        ,752
Poupoupidou,2011,6.6,63        ,"2,706"
La guerre est déclarée,2011,7,73        ,"5,184"
Atmen,2011,7,66        ,"2,931"
Zombadings 1: Patayin sa shokot si Remington,2011,5.7,56        ,289
The Broken Tower,2011,4.9,46        ,"1,274"
A Novel Romance,2011,4.7,23        ,250
Lotus Eaters,2011,4.9,36        ,307
Old Goats,2011,6.2,55        ,203
Losing Control,2011,4.2,33        ,547
Stuck Between Stations,2011,6.2,67        ,"1,061"
La folie Almayer,2011,6.5,92        ,759
Jian dang wei ye,2011,3,29        ,"6,285"
Barrymore,2011,7.2,61        ,388
Patang,2011,6.2,67        ,327
The Wise Kids,2011,6.4,74        ,"1,203"
Let My People Go!,2011,5.9,37        ,678
Tu seras mon fils,2011,6.9,67        ,"1,130"
33 Postcards,2011,6.1,33        ,"1,111"
Nana,2011,6.6,76        ,352
Coming Up Roses,2011,5.9,40        ,134
Les hommes libres,2011,6.6,58        ,"1,385"
Heleno: O Príncipe Maldito,2011,6.8,52        ,"1,444"
Benavides Born,2011,5.4,50        ,280
Falling Overnight,2011,6.6,40        ,"1,043"
Restless City,2011,5.9,59        ,268
Gianni e le donne,2011,6.3,65        ,"1,821"
When Harry Tries to Marry,2011,4.6,35        ,654
Xing kong,2011,6.9,71        ,"1,248"
The Oregonian,2011,4,46        ,739
Hamlet,2011,4.8,33        ,39
Certainty,2011,4.3,24        ,157
Nuit #1,2011,6.4,61        ,862
Orhim le-rega,2011,6.7,50        ,199
Collaborator,2011,6,56        ,866
Porfirio,2011,6.5,74        ,295
Oka!,2011,5.6,61        ,175
Wo 11,2011,7,71        ,720
Las acacias,2011,6.9,77        ,"2,372"
La conquête,2011,6.3,62        ,"1,658"
Mein bester Feind,2011,6.7,43        ,"1,497"
Tatsumi,2011,7,78        ,816
Kinyarwanda,2011,6.8,69        ,482
Cellmates,2011,5.5,20        ,613
Turkey Bowl,2011,5.5,52        ,125
Trabalhar Cansa,2011,6.5,55        ,878
Stella Days,2011,5.9,56        ,450
The Lie,2011,5.1,59        ,727
Impardonnables,2011,5.8,67        ,795
Almost in Love,2011,5.6,38        ,105
Happy New Year,2011,5.9,51        ,118
"Small, Beautifully Moving Parts",2011,5.5,48        ,312
Le Bonheur d'Elza,2011,6.8,76        ,54
Rid of Me,2011,6.6,53        ,"1,006"
Brooklyn Brothers Beat the Best,2011,6.4,54        ,557
Meeting Spencer,2011,5.8,38        ,141
Lord of the Dance in 3D,2011,7.5,40        ,222
Apart,2011,5.3,43        ,612
Cargo,2011,5,47        ,521
Union Square,2011,5.2,55        ,579
Bonsái,2011,6.2,65        ,865
Language of a Broken Heart,2011,5.8,33        ,322
Los últimos cristeros,2011,5.8,67        ,136
Happy Life,2011,7.3,45        ,39
Quan qiu re lian,2011,5.6,49        ,359
Cigan,2011,6.7,64        ,385
The Catechism Cataclysm,2011,5.6,47        ,723
Da wu sheng,2011,5.2,49        ,466
Musical Chairs,2011,5.8,46        ,322
Codependent Lesbian Space Alien Seeks Same,2011,6.3,63        ,325
Surrogate Valentine,2011,6.1,53        ,174
Khyi rgan,2011,6.7,74        ,94
New Jerusalem,2011,6.4,46        ,225
Septien,2011,5.8,50        ,591
Downtown Express,2011,7.9,53        ,32
Bad Fever,2011,6.5,43        ,88
Loveless,2011,7.3,75        ,26
The Guest Room,2011,4.8,31        ,200
Ponies,2011,7.8,54        ,40
Bad Posture,2011,6.6,63        ,88
Lo Roim Alaich,2011,6.3,63        ,84
5 Time Champion,2011,6.5,44        ,116
Brief Reunion,2011,6.8,38        ,51
Wuss,2011,7.2,72        ,84
Otelo Burning,2011,7.3,60        ,82
Red Hook Black,2011,6.4,13        ,34
The Hunger Games,2012,7.2,68        ,"916,917"
Magic Mike,2012,6.1,72        ,"139,152"
Django Unchained,2012,8.4,81        ,"1,543,198"
Pitch Perfect,2012,7.1,66        ,"307,195"
The Hobbit: An Unexpected Journey,2012,7.8,58        ,"827,427"
The Dark Knight Rises,2012,8.4,78        ,"1,696,828"
The Avengers,2012,8,69        ,"1,386,381"
Ted,2012,6.9,62        ,"615,294"
Les Misérables,2012,7.5,63        ,"330,751"
Jagten,2012,8.3,77        ,"329,792"
The Perks of Being a Wallflower,2012,7.9,67        ,"511,822"
21 Jump Street,2012,7.2,69        ,"558,032"
Prometheus,2012,7,64        ,"610,250"
Skyfall,2012,7.8,81        ,"696,832"
Zero Dark Thirty,2012,7.4,95        ,"301,979"
Moonrise Kingdom,2012,7.8,84        ,"350,533"
Silver Linings Playbook,2012,7.7,81        ,"709,385"
The Place Beyond the Pines,2012,7.3,68        ,"269,938"
Snow White and the Huntsman,2012,6.1,57        ,"290,947"
The Amazing Spider-Man,2012,6.9,66        ,"655,745"
The Twilight Saga: Breaking Dawn - Part 2,2012,5.5,52        ,"250,103"
Sinister,2012,6.8,53        ,"254,760"
Jack Reacher,2012,7,50        ,"342,778"
Seven Psychopaths,2012,7.1,66        ,"258,856"
John Carter,2012,6.6,51        ,"273,948"
This Is 40,2012,6.2,59        ,"142,361"
Lo imposible,2012,7.5,73        ,"224,896"
Flight,2012,7.3,76        ,"355,562"
Cloud Atlas,2012,7.4,55        ,"363,204"
Argo,2012,7.7,86        ,"614,938"
Looper,2012,7.4,84        ,"576,438"
Man on a Ledge,2012,6.6,40        ,"153,395"
Hotel Transylvania,2012,7,47        ,"257,051"
Journey 2: The Mysterious Island,2012,5.7,41        ,"105,310"
Anna Karenina,2012,6.6,63        ,"100,915"
The Dictator,2012,6.4,58        ,"308,325"
Spring Breakers,2012,5.3,63        ,"143,096"
Battleship,2012,5.8,41        ,"249,086"
Life of Pi,2012,7.9,79        ,"629,990"
Rise of the Guardians,2012,7.2,58        ,"176,296"
The Master,2012,7.1,86        ,"175,582"
Dredd,2012,7.1,60        ,"276,599"
Brave,2012,7.1,69        ,"412,293"
That's My Boy,2012,5.5,31        ,"101,432"
Wreck-It Ralph,2012,7.7,72        ,"423,196"
Project X,2012,6.6,48        ,"211,851"
